entropy_ElectronAffinity;gmean_Density;gmean_FusionHeat;gmean_ThermalConductivity;mean_Density;mean_ElectronAffinity;mean_FusionHeat;mean_ThermalConductivity;mean_Valence;mean_atomic_mass;mean_atomic_radius;mean_fie;number_of_elements;range_Density;range_ThermalConductivity;range_atomic_mass;range_atomic_radius;range_fie;std_ElectronAffinity;std_atomic_radius;std_fie;wtd_entropy_Density;wtd_entropy_ElectronAffinity;wtd_entropy_Valence;wtd_gmean_Density;wtd_gmean_FusionHeat;wtd_gmean_ThermalConductivity;wtd_mean_ElectronAffinity;wtd_mean_ThermalConductivity;wtd_mean_Valence;wtd_mean_atomic_mass;wtd_mean_atomic_radius;wtd_mean_fie;wtd_range_Density;wtd_range_ElectronAffinity;wtd_range_FusionHeat;wtd_range_Valence;wtd_range_atomic_mass;wtd_std_Density;wtd_std_ElectronAffinity;wtd_std_fie;min;max;mean
1.260233528;0.579140292;-0.214956988;0.46516325;-0.361265372;-0.534773355;-0.634819412;0.20285207;-0.223245553;0.552374352;0.482928773;-1.446007799;1.150080118;-0.282892638;-0.028202506;-0.244679975;0.320095269;0.085319666;-0.403138633;-1.066526878;-0.337233262;0.463934634;0.773272551;1.156713588;-0.538127078;-1.12255856;0.911484674;0.776775588;1.658821302;0.198157227;-0.691065095;-1.914079527;0.498428064;0.427114887;0.709746879;0.244669362;0.167553376;-1.108410371;0.215738842;-0.751008496;-0.312168256;0.494277393;0.428170884;0.462572494
1.260233528;0.540572381;-0.462340477;0.231633326;-0.437136381;-0.534773355;-0.760326879;0.129853489;0.545129621;0.493389702;0.12615606;-1.408829449;1.150080118;-0.282892638;-0.028202506;-0.432807774;0.320095269;0.085319666;-0.403138633;-1.281596133;-0.379036427;0.075413421;0.303296354;1.02247487;-0.901576787;-1.237361514;1.133288957;0.61994203;1.950967988;0.191319892;-1.050609659;-2.107251242;0.736442132;0.402517833;0.783192444;0.398547086;0.508341859;-0.980377441;0.048836828;-0.474955846;-0.534013848;-0.38848072;-0.459120228;-0.430122835
1.260233528;0.579140292;-0.214956988;0.46516325;-0.361265372;-0.534773355;-0.634819412;0.20285207;-0.223245553;0.552374352;0.482928773;-1.446007799;1.150080118;-0.282892638;-0.028202506;-0.244679975;0.320095269;0.085319666;-0.403138633;-1.066526878;-0.337233262;0.241660818;0.540470401;1.00562554;-0.495243113;-0.927319535;1.430058463;0.615225398;1.955172518;-0.020396642;-0.873839699;-1.861307145;0.37826775;0.468362445;0.514715706;0.313056615;0.428128557;-1.111704729;0.144504969;-0.544585559;-0.406570525;0.494277393;0.428170884;0.462572494
1.260233528;0.540572381;-0.462340477;0.231633326;-0.437136381;-0.534773355;-0.760326879;0.129853489;0.545129621;0.493389702;0.12615606;-1.408829449;1.150080118;-0.282892638;-0.028202506;-0.432807774;0.320095269;0.085319666;-0.403138633;-1.281596133;-0.379036427;-0.287100902;0.095611621;0.674100583;-0.411883051;-0.636022693;2.246559461;0.36634736;2.407168861;-0.234737107;-1.151607996;-1.80287233;0.182209451;0.535023101;0.260396001;0.642850658;0.7655261;-0.66741336;0.026873763;-0.238667742;-0.557519308;0.123023981;0.055011071;0.087139879
1.260233528;0.540572381;-0.462340477;0.231633326;-0.437136381;-0.534773355;-0.760326879;0.129853489;0.545129621;0.493389702;0.12615606;-1.408829449;1.150080118;-0.282892638;-0.028202506;-0.432807774;0.320095269;0.085319666;-0.403138633;-1.281596133;-0.379036427;-0.086075864;0.181553783;0.856962541;-0.780348638;-1.037446878;1.535696514;0.518671907;2.136769043;-0.026756621;-1.121126273;-2.008105412;0.576185913;0.443575891;0.599135903;0.498714039;0.665858253;-0.832727281;0.027725165;-0.365969765;-0.559444837;-0.05435265;-0.123276396;-0.092233482
1.260233528;0.579140292;-0.214956988;0.46516325;-0.361265372;-0.534773355;-0.634819412;0.20285207;-0.223245553;0.552374352;0.482928773;-1.446007799;1.150080118;-0.282892638;-0.028202506;-0.244679975;0.320095269;0.085319666;-0.403138633;-1.066526878;-0.337233262;-0.06584322;0.330698877;0.80744365;-0.159055351;-0.495173483;2.316515145;0.393786565;2.35076101;-0.226824467;-1.00980827;-1.684324131;-0.015752525;0.568664202;0.06947333;0.567463157;0.620868315;-0.801070938;0.094462302;-0.319139664;-0.469917809;0.494277393;0.428170884;0.462572494
-0.718635191;-0.656567869;-0.068669172;0.24466445;-0.382659153;-0.245489156;-0.172606788;1.502291485;-0.837945689;0.026896467;0.493122279;-0.417983164;-0.299320151;-0.282892638;-0.028202506;0.587806054;0.320095269;0.085319666;0.369926609;0.279265704;0.257159474;-0.21221117;-0.162504924;0.202029584;-0.50572471;0.182820445;1.780335684;0.431875584;2.376282753;-0.482205138;-0.822964037;-1.001398506;0.882885328;0.460087549;0.508702516;0.274286059;-1.016765106;-1.331050057;1.269671441;-0.23069586;-1.198253096;0.131274056;0.063303511;0.095482826
-0.718635191;-0.612795577;0.684765563;0.444101159;-0.236589734;-0.245489156;0.655742495;1.560690349;-0.837945689;0.108537169;0.452348255;-0.345355687;-0.299320151;-0.21393869;-0.028202506;0.804795922;0.320095269;0.085319666;0.369926609;0.230445839;0.17776793;-0.152357117;-0.162504924;0.202029584;-0.443221173;1.340032661;2.167035865;0.431875584;2.426524555;-0.482205138;-0.723299907;-1.058743386;1.056992724;0.460087549;0.508702516;0.274286059;-1.016765106;-1.331050057;1.626142621;-0.23069586;-1.483868047;0.172524436;0.104765713;0.137197561
-0.718635191;-1.003178681;-0.280184888;0.398661194;-1.320623364;-0.245489156;-0.342041868;1.546090633;-0.837945689;-0.153848737;0.554283315;-0.522255469;-0.299320151;-0.282892638;-0.028202506;0.10740991;0.320095269;0.085319666;0.369926609;0.354833548;0.379392578;-0.783237983;-0.162504924;0.202029584;-1.01744548;-0.157769104;2.080216143;0.431875584;2.413964117;-0.482205138;-1.043611503;-0.915381128;0.632916971;0.460087549;0.508702516;0.274286059;-1.016765106;-1.331050057;-0.373146135;-0.23069586;-0.775442089;-0.363730493;-0.434242907;-0.405093994
-0.718635191;-0.714932495;-0.19433306;0.24466445;-0.567018614;-0.245489156;-0.276150448;1.502291485;-0.837945689;-0.063167345;0.59505734;-0.276878352;-0.299320151;-0.282892638;-0.028202506;0.348428704;0.320095269;0.085319666;0.369926609;0.406748035;0.107315874;-0.297064695;-0.162504924;0.202029584;-0.589773062;-0.01863187;1.780335684;0.431875584;2.376282753;-0.482205138;-0.932910811;-0.858036248;1.2211512;0.460087549;0.508702516;0.274286059;-1.016765106;-1.331050057;0.856043238;-0.23069586;-1.746390114;-0.528732009;-0.600091713;-0.571952934
-0.718635191;-0.635573661;0.472742793;0.487178764;-0.313453448;-0.245489156;0.382763754;1.575290066;-0.837945689;0.068588636;0.452348255;-0.381669425;-0.299320151;-0.282892638;-0.028202506;0.698618161;0.320095269;0.085319666;0.369926609;0.230445839;0.216867487;-0.183083332;-0.162504924;0.202029584;-0.475690412;1.022672539;2.248668459;0.431875584;2.43908501;-0.482205138;-0.772067687;-1.058743386;0.969939107;0.460087549;0.508702516;0.274286059;-1.016765106;-1.331050057;1.435469799;-0.23069586;-1.341979365;-0.198728976;-0.268394101;-0.238235054
1.260233528;0.579140292;-0.214956988;0.46516325;-0.361265372;-0.534773355;-0.634819412;0.20285207;-0.223245553;0.552374352;0.482928773;-1.446007799;1.150080118;-0.282892638;-0.028202506;-0.244679975;0.320095269;0.085319666;-0.403138633;-1.066526878;-0.337233262;0.20606778;0.220151947;0.984211651;-0.743606923;-0.713244413;2.257511155;0.42169659;2.441597097;-0.482205138;-1.227679279;-1.695271783;0.46527626;0.460087549;0.508702516;0.34414682;0.43820921;-1.093492069;0.279181159;-0.219529345;-0.483241669;-0.198728976;-0.268394101;-0.238235054
1.260233528;0.61875781;-0.034163779;0.31925326;-0.280194481;-0.534773355;-0.525000378;0.154186347;-0.223245553;0.63983632;1.026582428;-1.408829449;1.150080118;-0.282892638;-0.028202506;0.03427443;0.320095269;0.085319666;-0.403138633;-0.457972517;-0.379036427;0.258155385;0.220151947;0.984211651;-0.703495217;-0.442628096;1.987471488;0.42169659;2.401403662;-0.482205138;-1.125179567;-0.961257078;0.550837653;0.460087549;0.508702516;0.34414682;0.43820921;-1.093492069;0.425775026;-0.219529345;-0.633366724;-0.239979356;-0.309856302;-0.279949789
1.260233528;0.345089352;0.058248107;0.35891095;-0.7786741;-0.534773355;-0.462246645;0.166352779;-0.223245553;0.662766853;0.907658197;-1.379432614;1.150080118;-0.282892638;-0.028202506;0.10740991;0.320095269;0.085319666;-0.403138633;-0.618055104;-0.410917432;0.121671404;0.343751876;1.254018212;-0.952086174;-0.45384152;2.043054824;0.411517563;2.408939925;-0.482205138;-1.153001462;-1.328264412;0.604064812;0.460087549;0.508702516;0.274286059;-0.185351207;-1.331050057;-0.239663394;-0.208377062;-0.725494506;0.007522919;-0.061083093;-0.029661379
1.260233528;0.579140292;-0.214956988;0.46516325;-0.361265372;-0.534773355;-0.634819412;0.20285207;-0.223245553;0.552374352;0.482928773;-1.446007799;1.150080118;-0.282892638;-0.028202506;-0.244679975;0.320095269;0.085319666;-0.403138633;-1.066526878;-0.337233262;0.421910792;0.343751876;1.254018212;-0.771150298;-0.757893846;2.189582728;0.411517563;2.431548747;-0.482205138;-1.250031059;-1.758351185;0.48915396;0.460087549;0.508702516;0.274286059;-0.185351207;-1.331050057;0.199414672;-0.208377062;-0.525043092;0.048773298;-0.019620892;0.012053356
1.260233528;0.61875781;-0.034163779;0.31925326;-0.280194481;-0.534773355;-0.525000378;0.154186347;-0.223245553;0.63983632;1.026582428;-1.408829449;1.150080118;-0.282892638;-0.028202506;0.03427443;0.320095269;0.085319666;-0.403138633;-0.457972517;-0.379036427;0.472112704;0.343751876;1.254018212;-0.74113837;-0.55558527;1.987471488;0.411517563;2.401403662;-0.482205138;-1.173156276;-1.207840129;0.553324964;0.460087549;0.508702516;0.274286059;-0.185351207;-1.331050057;0.310229887;-0.208377062;-0.637693398;0.090023677;0.02184131;0.053768091
1.260233528;0.345089352;0.058248107;0.35891095;-0.7786741;-0.534773355;-0.462246645;0.166352779;-0.223245553;0.662766853;0.907658197;-1.379432614;1.150080118;-0.282892638;-0.028202506;0.10740991;0.320095269;0.085319666;-0.403138633;-0.618055104;-0.410917432;0.145073956;0.329542986;1.254018212;-0.919286631;-0.600552535;2.024505916;0.401338569;2.406427837;-0.482205138;-1.207696442;-1.534706072;0.589638732;0.460087549;0.508702516;0.274286059;-0.185351207;-1.331050057;-0.173696894;-0.19723898;-0.700541259;0.131274056;0.063303511;0.095482826
1.260233528;0.579140292;-0.214956988;0.46516325;-0.361265372;-0.534773355;-0.634819412;0.20285207;-0.223245553;0.552374352;0.482928773;-1.446007799;1.150080118;-0.282892638;-0.028202506;-0.244679975;0.320095269;0.085319666;-0.403138633;-1.066526878;-0.337233262;0.405640115;0.329542986;1.254018212;-0.798637991;-0.802461241;2.121934078;0.401338569;2.42150038;-0.482205138;-1.27238284;-1.821430588;0.513031497;0.460087549;0.508702516;0.274286059;-0.185351207;-1.331050057;0.119084179;-0.19723898;-0.56688257;0.213774815;0.146227914;0.178912296
1.260233528;0.61875781;-0.034163779;0.31925326;-0.280194481;-0.534773355;-0.525000378;0.154186347;-0.223245553;0.63983632;1.026582428;-1.408829449;1.150080118;-0.282892638;-0.028202506;0.03427443;0.320095269;0.085319666;-0.403138633;-0.457972517;-0.379036427;0.450818391;0.329542986;1.254018212;-0.778677827;-0.668023144;1.987471488;0.401338569;2.401403662;-0.482205138;-1.221132985;-1.454423216;0.555812113;0.460087549;0.508702516;0.274286059;-0.185351207;-1.331050057;0.193548289;-0.19723898;-0.642020465;0.255025194;0.187690116;0.220627031
1.260233528;0.345089352;0.058248107;0.35891095;-0.7786741;-0.534773355;-0.462246645;0.166352779;-0.223245553;0.662766853;0.907658197;-1.379432614;1.150080118;-0.282892638;-0.028202506;0.10740991;0.320095269;0.085319666;-0.403138633;-0.618055104;-0.410917432;-0.036553102;0.176243371;0.984211651;-0.886406898;-0.746387128;2.005978146;0.391159576;2.40391575;-0.482205138;-1.262391424;-1.741147732;0.575212653;0.460087549;0.508702516;0.274286059;0.43820921;-1.143946356;-0.108241161;-0.186115067;-0.675601723;0.296275573;0.229152317;0.262341766
1.260233528;0.579140292;-0.214956988;0.46516325;-0.361265372;-0.534773355;-0.634819412;0.20285207;-0.223245553;0.552374352;0.482928773;-1.446007799;1.150080118;-0.282892638;-0.028202506;-0.244679975;0.320095269;0.085319666;-0.403138633;-1.066526878;-0.337233262;0.147450559;0.176243371;0.984211651;-0.826070116;-0.84694675;2.05456405;0.391159576;2.411452013;-0.482205138;-1.294734623;-1.884509953;0.536909035;0.460087549;0.508702516;0.306127358;0.43820921;-1.114110838;0.03818393;-0.186115067;-0.608760124;0.378776331;0.31207672;0.345771236
1.260233528;0.61875781;-0.034163779;0.31925326;-0.280194481;-0.534773355;-0.525000378;0.154186347;-0.223245553;0.63983632;1.026582428;-1.408829449;1.150080118;-0.282892638;-0.028202506;0.03427443;0.320095269;0.085319666;-0.403138633;-0.457972517;-0.379036427;0.180540871;0.176243371;0.984211651;-0.816113868;-0.779944106;1.987471488;0.391159576;2.401403662;-0.482205138;-1.269109694;-1.701006267;0.558299424;0.460087549;0.508702516;0.274286059;0.43820921;-1.137748976;0.075713447;-0.186115067;-0.646347944;0.378776331;0.31207672;0.345771236
-0.753732567;-0.894363012;-0.720229275;0.350545756;-1.064789158;-0.285986244;-0.624433669;1.531490917;-0.837945689;-0.377867974;-0.179649123;-0.552343995;-0.299320151;-0.282892638;-0.028202506;-0.488002719;0.320095269;0.085319666;0.389967541;-0.355515882;0.416442134;-0.589102145;-0.099503116;0.303590187;-0.240556618;-0.39213762;2.739947547;0.254293542;2.611193565;-0.455375253;-1.216624248;-1.683512746;-0.02143268;0.585563292;-0.022840083;0.386990833;-1.186606458;-1.297097574;0.008795795;-0.127472486;-0.581032182;0.585028227;0.519387727;0.554344911
-0.753732567;-0.894363012;-0.720229275;0.350545756;-1.064789158;-0.285986244;-0.624433669;1.531490917;-0.837945689;-0.377867974;-0.179649123;-0.552343995;-0.299320151;-0.282892638;-0.028202506;-0.488002719;0.320095269;0.085319666;0.389967541;-0.355515882;0.416442134;-0.58883552;-0.215140703;0.222291758;-0.734152631;-0.793242413;2.133876355;0.355877578;2.442973434;-0.476888821;-1.29717987;-1.895262698;0.445420131;0.484950514;0.403377576;0.296618461;-1.050419093;-1.324322386;-0.032805086;-0.165503582;-0.636245943;0.090023677;0.02184131;0.053768091
-0.753732567;-0.894363012;-0.720229275;0.350545756;-1.064789158;-0.285986244;-0.624433669;1.531490917;-0.837945689;-0.377867974;-0.179649123;-0.552343995;-0.299320151;-0.282892638;-0.028202506;-0.488002719;0.320095269;0.085319666;0.389967541;-0.355515882;0.416442134;-0.588768964;-0.243838752;0.202029584;-0.853446784;-0.891350522;1.987471488;0.380980582;2.401403662;-0.482205138;-1.317086403;-1.947589355;0.560786735;0.460087549;0.508702516;0.274286059;-1.016765106;-1.331050057;-0.043291945;-0.175005287;-0.650675857;-0.611232767;0.353538921;-0.133948217
-0.718635191;-0.801527634;-0.588786001;0.528153577;-0.81973289;-0.245489156;-0.549129189;1.589889782;-0.837945689;-0.286319739;0.044608011;-0.602145693;-0.299320151;-0.282892638;-0.028202506;-0.244679975;0.320095269;0.085319666;0.369926609;-0.185720495;0.479488957;-0.432566191;-0.162504924;0.202029584;-0.716007755;-0.668512774;2.325720512;0.431875584;2.451645464;-0.482205138;-1.205327498;-1.632192418;0.441398723;0.460087549;0.508702516;0.274286059;-1.016765106;-1.331050057;0.358389265;-0.23069586;-0.441478198;-0.652483147;-0.724478317;-0.697097139
-0.718635191;-0.767202997;-0.384879631;0.350545756;-0.722447821;-0.245489156;-0.417346348;1.531490917;-0.837945689;-0.181365376;0.696992401;-0.557531672;-0.299320151;-0.282892638;-0.028202506;0.03427443;0.320095269;0.085319666;0.369926609;0.541794959;0.422909559;-0.377571789;-0.162504924;0.202029584;-0.665748079;-0.329149217;1.987471488;0.431875584;2.401403662;-0.482205138;-1.077202861;-0.71467399;0.548350504;0.460087549;0.508702516;0.274286059;-1.016765106;-1.331050057;0.540200022;-0.23069586;-0.629040463;-0.9412358;-1.014713727;-0.989100284
-0.718635191;-0.591935673;0.457080316;0.528153577;-0.164547729;-0.245489156;0.363937634;1.589889782;-0.837945689;0.137275416;0.370800206;-0.303854272;-0.299320151;-0.048709417;-0.028202506;0.881178271;0.320095269;0.085319666;0.369926609;0.136616418;0.134555318;-0.12504212;-0.162504924;0.202029584;-0.413592117;0.998982193;2.325720512;0.431875584;2.451645464;-0.482205138;-0.688217252;-1.173433185;1.156482734;0.460087549;0.508702516;0.274286059;-1.016765106;-1.331050057;1.810958858;-0.23069586;-1.643761962;0.213774815;0.146227914;0.178912296
0.433947641;0.676084433;0.480493051;1.438888883;-0.157051816;-1.11354424;-0.109256894;0.957170736;-0.223245553;-0.711335301;-0.366530065;-0.462078417;1.150080118;-0.282892638;-0.028202506;-0.488002719;0.320095269;0.085319666;0.101979613;-1.318513386;-0.853933988;0.890847829;-0.132959334;1.377362564;-0.885645246;-0.868157773;1.508879061;-0.246249639;1.433746519;0.069417134;-1.355792694;-1.871894095;0.60287087;-0.399565334;0.508702516;-0.47279638;0.313497129;-1.110352228;-0.229879198;0.282495746;-0.690566225;-1.642492245;-1.719571152;-1.698250778
-0.550783428;0.594341918;-0.180613254;1.74993936;-0.330538795;-1.378462692;-0.61520887;1.455994376;-0.991620722;-0.575024435;-0.604378547;0.172115082;1.150080118;-0.282892638;-0.028202506;-0.488002719;0.320095269;0.085319666;0.495130097;-1.227097173;-0.513994181;-0.094312392;-0.411498226;0.422188714;-1.397005849;-1.390985579;1.182398364;0.216799433;1.856394581;-0.463489759;-1.350669107;-2.061689924;0.993245299;0.005895603;1.140903035;0.169628972;1.085948001;-0.769755679;-0.255324761;0.00420747;-0.593890625;-0.281229735;-0.351318504;-0.321664524
0.433947641;0.676084433;0.480493051;1.438888883;-0.157051816;-1.11354424;-0.109256894;0.957170736;-0.223245553;-0.711335301;-0.366530065;-0.462078417;1.150080118;-0.282892638;-0.028202506;-0.488002719;0.320095269;0.085319666;0.101979613;-1.318513386;-0.853933988;0.291930692;-0.162000117;0.924193269;-0.869555616;-0.879756938;1.746383879;0.067365471;1.917575099;-0.206394002;-1.336439547;-1.909741706;0.581828883;0.030261107;0.604452843;-0.09925516;0.687633371;-0.833577382;-0.136315145;0.058183613;-0.670613081;-1.394989971;-1.470797944;-1.447962368
-0.550783428;0.594341918;-0.180613254;1.74993936;-0.330538795;-1.378462692;-0.61520887;1.455994376;-0.991620722;-0.575024435;-0.604378547;0.172115082;1.150080118;-0.282892638;-0.028202506;-0.488002719;0.320095269;0.085319666;0.495130097;-1.227097173;-0.513994181;0.240721735;-0.358979329;0.727058625;-0.881742954;-1.019685024;1.808174762;0.019422355;1.979372511;-0.482205138;-1.312477435;-1.957911434;0.800756376;0.030261107;0.704338567;0.06042658;0.812345452;-0.855681631;-0.189028154;0.14432075;-0.812796829;-1.972495278;-2.051268764;-2.031968658
1.445227852;-0.417373882;-2.176647611;-1.235861294;-1.587255787;-0.180423834;-1.14155581;-0.001105965;1.313504794;-1.066890619;-1.351902323;0.627766037;1.150080118;-0.282892638;-0.028202506;-0.488002719;0.320095269;0.085319666;-0.44555838;-0.505164917;0.038738884;-0.002170743;0.629819403;1.682466172;-1.180492464;-1.986039556;0.233929051;0.139738179;1.397160444;0.896850571;-1.453513543;-2.217110381;1.222892237;-0.256289857;0.508702516;-0.00943418;0.02250226;-0.921998861;-0.513868121;-0.11675656;-0.970581568;1.162533534;1.099858548;1.1383512
-0.550783428;0.594341918;-0.180613254;1.74993936;-0.330538795;-1.378462692;-0.61520887;1.455994376;-0.991620722;-0.575024435;-0.604378547;0.172115082;1.150080118;-0.282892638;-0.028202506;-0.488002719;0.320095269;0.085319666;0.495130097;-1.227097173;-0.513994181;0.072497126;-0.328684631;0.623262188;-0.87467447;-0.987665557;1.852812305;0.109811887;2.084880291;-0.482205138;-1.313629675;-1.955330905;0.740763925;0.137717718;0.706724373;0.206207458;0.874701499;-0.780961857;-0.152464404;0.065796819;-0.772106024;-1.724993003;-1.802495555;-1.781680248
0.433947641;0.676084433;0.480493051;1.438888883;-0.157051816;-1.11354424;-0.109256894;0.957170736;-0.223245553;-0.711335301;-0.366530065;-0.462078417;1.150080118;-0.282892638;-0.028202506;-0.488002719;0.320095269;0.085319666;0.101979613;-1.318513386;-0.853933988;-0.078778235;-0.190720151;0.629377711;-0.861503601;-0.885554425;1.866476481;0.224173027;2.159489372;-0.344299555;-1.326762974;-1.928665549;0.571307809;0.245174328;0.659167318;0.26002876;0.874701499;-0.69518996;-0.089736337;-0.057275583;-0.660642466;-0.734983905;-0.80740272;-0.780526609
0.433947641;0.676084433;0.480493051;1.438888883;-0.157051816;-1.11354424;-0.109256894;0.957170736;-0.223245553;-0.711335301;-0.366530065;-0.462078417;1.150080118;-0.282892638;-0.028202506;-0.488002719;0.320095269;0.085319666;0.101979613;-1.318513386;-0.853933988;-0.299114068;-0.211403866;0.448557661;-0.857475792;-0.888452652;1.926860764;0.302576804;2.280446525;-0.413252362;-1.32192469;-1.938127452;0.566047191;0.352630938;0.686524548;0.451789423;0.968235563;-0.625996247;-0.066497392;-0.115853271;-0.655658656;-0.528732009;-0.600091713;-0.571952934
-0.550783428;0.594341918;-0.180613254;1.74993936;-0.330538795;-1.378462692;-0.61520887;1.455994376;-0.991620722;-0.575024435;-0.604378547;0.172115082;1.150080118;-0.282892638;-0.028202506;-0.488002719;0.320095269;0.085319666;0.495130097;-1.227097173;-0.513994181;-0.318672622;-0.270752311;0.377102256;-0.860526388;-0.923498362;1.942460329;0.290591017;2.295895866;-0.482205138;-1.315934161;-1.950169884;0.620779185;0.352630938;0.711495979;0.49776921;0.999413579;-0.63152231;-0.079596702;-0.093852165;-0.691045723;-0.074977839;-0.144007496;-0.113090849
-0.753732567;-0.894363012;-0.720229275;0.350545756;-1.064789158;-0.285986244;-0.624433669;1.531490917;-0.837945689;-0.377867974;-0.179649123;-0.552343995;-0.299320151;-0.282892638;-0.028202506;-0.488002719;0.320095269;0.085319666;0.389967541;-0.355515882;0.416442134;-0.588768964;-0.243838752;0.202029584;-0.853446784;-0.891350522;1.987471488;0.380980582;2.401403662;-0.482205138;-1.317086403;-1.947589355;0.560786735;0.460087549;0.508702516;0.274286059;-1.016765106;-1.331050057;-0.043291945;-0.175005287;-0.650675857;0.296275573;0.685236533;0.429200706
2.066534182;4.020203528;0.470204559;0.632441456;2.500647531;-0.761508838;-0.3511053;-1.517874961;2.191647846;2.446146357;-1.446556306;0.708483817;2.599480387;1.26531866;-0.028202506;2.707111763;-2.928363265;-1.437774715;-0.190654206;-3.062821807;-2.767926747;3.938697772;-1.096129087;2.685330248;-0.91336367;-1.087324066;-1.265502139;-2.636432468;-3.556520599;1.563394157;-0.722531075;-1.398225225;2.42138548;-3.121799474;0.660598799;-2.582638929;0.646062677;-1.254548728;-0.483297582;2.214884937;-3.019310557;-1.41561516;-1.491529044;-1.468819736
0.606372675;0.284385491;1.36792226;2.366113771;-0.518207273;-0.76459433;0.479059358;1.468160801;0.545129621;-2.092577155;-0.723302778;0.05582466;1.150080118;-0.282892638;-0.028202506;-2.767769677;-2.928363265;-1.437774715;0.048729649;-2.113703687;-1.572510886;2.214277218;-0.150231811;2.238168996;-1.424654282;0.267783629;0.686463585;-1.950354886;-2.141083392;3.080355449;-2.966287099;-1.749749459;1.578071337;-3.121799474;0.621551114;-2.838557436;0.126429001;-1.202680442;-0.806797485;1.436635174;-2.312982687;-1.518741108;-1.595184548;-1.573106573
0.606372675;0.284385491;1.36792226;2.366113771;-0.518207273;-0.76459433;0.479059358;1.468160801;0.545129621;-2.092577155;-0.723302778;0.05582466;1.150080118;-0.282892638;-0.028202506;-2.767769677;-2.928363265;-1.437774715;0.048729649;-2.113703687;-1.572510886;2.18579316;-0.226842873;2.227398584;-1.47729603;0.239713333;0.828613503;-1.985001648;-2.026155267;2.965434135;-3.017415331;-1.775554638;1.561904221;-3.121799474;0.611292154;-2.838557436;0.02250226;-1.24139282;-0.81277839;1.485560493;-2.287623678;-1.931244899;-2.009806563;-1.990253923
0.606372675;0.284385491;1.36792226;2.366113771;-0.518207273;-0.76459433;0.479059358;1.468160801;0.545129621;-2.092577155;-0.723302778;0.05582466;1.150080118;-0.282892638;-0.028202506;-2.767769677;-2.928363265;-1.437774715;0.048729649;-2.113703687;-1.572510886;2.25141664;-0.005546393;2.223082563;-1.318724999;0.324017852;0.406175224;-1.881061297;-2.370939643;3.310198078;-2.864030631;-1.698139025;1.61040557;-3.121799474;0.64206904;-2.838557436;0.334282469;-1.125255692;-0.795500445;1.338162218;-2.363747453;-0.982486179;-1.056175929;-1.030815019
0.606372675;0.284385491;1.36792226;2.366113771;-0.518207273;-0.76459433;0.479059358;1.468160801;0.545129621;-2.092577155;-0.723302778;0.05582466;1.150080118;-0.282892638;-0.028202506;-2.767769677;-2.928363265;-1.437774715;0.048729649;-2.113703687;-1.572510886;2.236077928;-0.076520765;2.236751298;-1.371797564;0.295885117;0.545655047;-1.915708091;-2.256011518;3.195276763;-2.915158864;-1.723944242;1.594238454;-3.121799474;0.631810081;-2.838557436;0.230355728;-1.163968067;-0.801038229;1.387503039;-2.338357265;-1.147487696;-1.222024735;-1.197673959
0.606372675;0.284385491;1.36792226;2.366113771;-0.518207273;-0.76459433;0.479059358;1.468160801;0.545129621;-2.092577155;-0.723302778;0.05582466;1.150080118;-0.282892638;-0.028202506;-2.767769677;-2.928363265;-1.437774715;0.048729649;-2.113703687;-1.572510886;2.262907227;0.128622277;2.157243339;-1.211928797;0.38037716;0.131151713;-1.81176774;-2.600795894;3.540040706;-2.761774163;-1.646528629;1.642739803;-3.121799474;0.662586967;-2.838557436;0.542135937;-1.04783094;-0.785088678;1.238846891;-2.41457468;-1.312489212;-1.387873541;-1.364532899
0.606372675;0.284385491;1.36792226;2.366113771;-0.518207273;-0.76459433;0.479059358;1.468160801;0.545129621;-2.092577155;-0.723302778;0.05582466;1.150080118;-0.282892638;-0.028202506;-2.767769677;-2.928363265;-1.437774715;0.048729649;-2.113703687;-1.572510886;2.260381501;0.062809955;2.196816313;-1.265435704;0.352181854;0.268011588;-1.846414502;-2.485867769;3.425119392;-2.812902398;-1.672333845;1.626572687;-3.121799474;0.652328007;-2.838557436;0.43820921;-1.086543315;-0.790183983;1.288610814;-2.389153251;-0.899985421;-0.973251526;-0.947385549
0.606372675;0.284385491;1.36792226;2.366113771;-0.518207273;-0.76459433;0.479059358;1.468160801;0.545129621;-2.092577155;-0.723302778;0.05582466;1.150080118;-0.282892638;-0.028202506;-2.767769677;-2.928363265;-1.437774715;0.048729649;-2.113703687;-1.572510886;2.258722898;0.191912854;2.103126323;-1.158203387;0.408603808;-0.004416702;-1.777120945;-2.715724019;3.65496199;-2.710645931;-1.620723412;1.65890692;-3.121799474;0.672845933;-2.838557436;0.646062677;-1.009118565;-0.780214378;1.188868486;-2.440011761;-1.724993003;-1.802495555;-1.781680248
0.606372675;0.284385491;1.36792226;2.366113771;-0.518207273;-0.76459433;0.479059358;1.468160801;0.545129621;-2.092577155;-0.723302778;0.05582466;1.150080118;-0.282892638;-0.028202506;-2.767769677;-2.928363265;-1.437774715;0.048729649;-2.113703687;-1.572510886;2.227207271;0.310597663;1.941010238;-1.05009349;0.465151261;-0.271727781;-1.707827389;-2.94558027;3.884804618;-2.608389463;-1.569113015;1.691241153;-3.121799474;0.693363859;-2.672222287;0.853916159;-0.931693812;-0.771128275;1.088260216;-2.49093296;-1.931244899;-2.009806563;-1.990253923
